1|138|1
2|560|1
3|156|2
4|141|3
5|274|3
6|447|3
7|199|2
8|733|3
9|919|1
10|258|2
11|860|1
12|446|1
13|315|3
14|576|2
15|929|1
16|698|1
17|589|2
18|50|3
19|979|3
20|523|3
21|156|3
22|572|1
23|665|3
24|661|3
25|68|3
26|337|1
27|90|1
28|127|1
29|811|2
30|99|3
31|192|3
32|289|1
33|556|3
34|644|1
35|476|2
36|991|2
37|889|1
38|876|3
39|848|3
40|718|2
41|180|1
42|638|1
43|843|3
44|543|3
45|874|1
46|755|2
47|970|2
48|685|3
49|604|1
50|257|3
51|222|1
52|659|2
53|130|1
54|922|1
55|781|1
56|985|3
57|950|1
58|402|3
59|642|2
60|927|2
61|920|3
62|609|3
63|866|1
64|543|3
65|41|2
66|315|1
67|495|1
68|158|3
69|873|1
70|813|2
71|962|3
72|679|2
73|796|2
74|767|3
75|607|3
76|833|3
77|735|3
78|324|3
79|536|3
80|276|2
81|796|3
82|300|2
83|896|3
84|48|3
85|120|3
86|198|3
87|243|3
88|426|2
89|710|1
90|787|3
91|761|2
92|990|2
93|726|2
94|52|1
95|726|3
96|668|3
97|527|1
98|545|3
99|28|2
100|879|3
101|368|3
102|942|1
103|368|3
104|116|3
105|88|2
106|963|1
107|827|1
108|257|1
109|720|2
110|984|1
111|132|3
112|244|3
113|968|2
114|472|2
115|765|1
116|112|1
117|900|3
118|631|2
119|736|1
120|12|1
121|351|1
122|160|3
123|186|1
124|425|2
125|894|2
126|712|3
127|886|1
128|198|2
129|535|2
130|560|3
131|635|3
132|85|3
133|888|1
134|728|2
135|281|3
136|752|2
137|819|2
138|528|3
139|970|1
140|866|2
141|288|1
142|193|1
143|991|3
144|30|3
145|269|1
146|515|1
147|732|1
148|473|2
149|625|2
150|383|1
151|993|3
152|420|1
153|382|3
154|87|2
155|686|3
156|736|1
157|239|3
158|816|3
159|813|3
160|580|3
161|799|3
162|862|2
163|124|1
164|386|2
165|810|1
166|755|2
167|925|1
168|180|3
169|576|1
170|788|2
171|846|1
172|42|1
173|101|2
174|375|2
175|229|1
176|846|3
177|887|3
178|417|2
179|827|2
180|795|3
181|589|1
182|550|2
183|49|1
184|232|1
185|348|1
186|611|1
187|18|1
188|459|2
189|565|1
190|185|2
191|591|2
192|539|2
193|654|2
194|815|2
195|419|3
196|838|1
197|25|1
198|410|2
199|817|1
200|932|2
201|741|3
202|461|3
203|921|1
204|635|3
205|670|1
206|414|3
207|574|1
208|595|1
209|764|2
210|900|3
211|722|2
212|105|2
213|406|2
214|3|1
215|729|2
216|185|1
217|103|1
218|817|2
219|539|1
220|260|2
221|804|1
222|195|1
223|669|2
224|594|3
225|652|1
226|287|2
227|487|2
228|195|2
229|79|1
230|421|1
231|367|1
232|697|2
233|535|3
234|787|2
235|827|3
236|497|1
237|536|3
238|433|2
239|214|2
240|610|3
241|67|1
242|784|3
243|738|2
244|924|3
245|566|3
246|29|1
247|289|3
248|360|2
249|451|2
250|577|2
251|717|3
252|292|2
253|948|3
254|449|1
255|655|2
256|328|2
257|975|1
258|200|2
259|231|2
260|352|3
261|312|2
262|349|2
263|533|2
264|10|3
265|300|2
266|957|2
267|915|1
268|708|3
269|784|3
270|499|2
271|815|1
272|316|1
273|497|3
274|621|1
275|175|1
276|318|2
277|350|3
278|232|3
279|73|3
280|613|1
281|489|2
282|221|2
283|90|3
284|768|1
285|470|3
286|354|1
287|747|2
288|297|3
289|775|1
290|408|3
291|618|2
292|30|3
293|150|1
294|593|1
295|176|1
296|808|1
297|819|1
298|678|2
299|120|2
300|33|1
301|414|1
302|486|1
303|810|1
304|758|3
305|322|3
306|918|2
307|998|3
308|906|1
309|55|2
310|342|1
311|654|2
312|875|1
313|249|3
314|145|1
315|298|2
316|253|1
317|805|3
318|937|3
319|651|3
320|309|1
321|654|3
322|797|3
323|827|1
324|893|1
325|116|1
326|30|3
327|801|1
328|295|3
329|8|2
330|2|1
331|64|2
332|871|3
333|341|2
334|739|3
335|704|3
336|100|2
337|560|1
338|990|3
339|176|1
340|634|3
341|984|3
342|897|1
343|58|2
344|252|1
345|864|3
346|331|1
347|448|1
348|424|1
349|770|2
350|495|3
351|454|1
352|817|1
353|696|3
354|368|3
355|908|2
356|471|2
357|987|2
358|28|3
359|691|2
360|565|3
361|193|3
362|355|1
363|230|3
364|590|1
365|912|1
366|916|1
367|992|2
368|587|2
369|32|2
370|867|2
371|970|1
372|60|3
373|425|1
374|84|2
375|718|2
376|806|2
377|233|2
378|655|1
379|269|1
380|730|3
381|817|2
382|302|1
383|220|3
384|400|1
385|806|3
386|822|3
387|151|1
388|211|1
389|750|2
390|266|1
391|328|3
392|322|2
393|689|2
394|984|1
395|706|3
396|924|3
397|142|2
398|807|1
399|10|1
400|535|3
401|120|3
402|389|2
403|862|1
404|281|1
405|772|1
406|131|3
407|547|1
408|44|1
409|797|2
410|212|1
411|875|2
412|921|2
413|607|3
414|764|2
415|639|3
416|826|2
417|24|1
418|511|1
419|564|3
420|695|1
421|902|3
422|729|1
423|782|1
424|105|1
425|279|1
426|548|2
427|190|1
428|923|3
429|770|2
430|949|2
431|665|2
432|745|1
433|612|3
434|475|3
435|625|1
436|35|3
437|31|2
438|127|2
439|225|2
440|264|2
441|467|1
442|565|3
443|160|1
444|227|2
445|251|3
446|938|2
447|884|2
448|346|3
449|983|2
450|363|2
451|342|3
452|256|2
453|796|2
454|823|2
455|365|1
456|56|2
457|540|3
458|807|3
459|185|2
460|980|2
461|864|3
462|355|3
463|382|3
464|879|1
465|301|3
466|698|2
467|223|1
468|507|2
469|93|1
470|68|3
471|142|1
472|59|2
473|403|1
474|457|1
475|308|1
476|736|3
477|110|2
478|351|2
479|254|3
480|659|1
481|717|2
482|811|1
483|176|2
484|341|3
485|280|2
486|133|2
487|279|2
488|820|1
489|675|2
490|250|1
491|843|2
492|820|3
493|693|2
494|536|3
495|812|1
496|115|2
497|430|3
498|399|3
499|644|2
500|79|2
501|157|2
502|190|2
503|657|2
504|178|2
505|739|1
506|657|2
507|517|2
508|712|3
509|35|1
510|358|2
511|533|2
512|676|2
513|989|1
514|891|2
515|637|2
516|32|1
517|174|3
518|816|3
519|68|2
520|578|3
521|731|1
522|439|3
523|499|3
524|811|2
525|958|3
526|653|1
527|788|2
528|423|3
529|982|2
530|51|1
531|655|2
532|421|1
533|601|3
534|672|2
535|59|2
536|282|3
537|675|1
538|481|3
539|719|2
540|57|2
541|859|2
542|513|1
543|128|3
544|796|3
545|325|3
546|696|1
547|728|1
548|495|1
549|773|2
550|617|2
551|157|3
552|404|1
553|387|3
554|887|1
555|683|1
556|758|2
557|797|1
558|8|1
559|774|2
560|698|2
561|36|3
562|858|2
563|811|3
564|246|1
565|634|3
566|778|1
567|652|2
568|603|3
569|189|1
570|495|1
571|776|2
572|278|1
573|153|2
574|902|1
575|444|1
576|376|1
577|861|1
578|463|1
579|991|1
580|675|1
581|222|2
582|327|2
583|703|3
584|808|3
585|895|2
586|187|1
587|606|1
588|291|3
589|538|1
590|554|3
591|945|1
592|796|3
593|25|1
594|603|2
595|518|3
596|605|3
597|463|3
598|316|3
599|562|2
600|875|2
601|315|2
602|813|1
603|399|2
604|248|1
605|394|2
606|819|3
607|134|2
608|742|2
609|60|2
610|321|3
611|966|2
612|981|1
613|349|3
614|569|2
615|392|2
616|911|3
617|450|1
618|328|2
619|606|3
620|106|1
621|345|1
622|723|2
623|427|3
624|433|1
625|752|1
626|206|1
627|138|2
628|777|3
629|584|1
630|526|2
631|586|1
632|497|1
633|904|2
634|276|3
635|77|1
636|402|2
637|701|2
638|623|2
639|634|1
640|867|3
641|981|2
642|376|3
643|246|2
644|606|1
645|155|1
646|299|1
647|406|1
648|765|2
649|954|3
650|973|1
651|255|2
652|407|1
653|257|3
654|968|1
655|495|2
656|307|1
657|575|2
658|522|1
659|57|1
